File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\engine\proteus\source\display\prBackgroundManager.cpp,prBackgroundManager::prBackgroundManager(),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\display\prBackgroundManager.cpp,prBackgroundManager::~prBackgroundManager(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prBackgroundManager.cpp,prBackgroundManager::Create(const char *filename),24,22,10,4,2,0,0,0,
D:\engine\proteus\source\display\prBackgroundManager.cpp,prBackgroundManager::Release(prBackground *bg),11,10,6,2,1,0,0,0,
D:\engine\proteus\source\display\prBackgroundManager.cpp,prBackgroundManager::ReleaseAll(),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\display\prBackgroundManager.cpp,prBackgroundManager::DisplayUsage(),8,4,1,0,3,0,1,1,
D:\engine\proteus\source\display\prBitmapFont.cpp,prBitmapFont::prBitmapFont(),3,3,2,0,0,0,0,0,
D:\engine\proteus\source\display\prBitmapFont.cpp,prBitmapFont::~prBitmapFont(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prBitmapFont.cpp,prBitmapFont::Load(const char *filename),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prBitmapFont.cpp,"prBitmapFont::Draw(f32 x, f32 y, const char *fmt, ...)",16,11,8,0,4,0,1,3,
D:\engine\proteus\source\display\prBitmapFont.cpp,"prBitmapFont::Draw(f32 x, f32 y, float scale, prColour colour, s32 alignment, const char *fmt, ...)",230,164,120,20,53,2,13,37,
D:\engine\proteus\source\display\prBitmapFont.cpp,"prBitmapFont::MeasureString(const char *string, float scale)",80,67,41,10,10,0,3,5,
D:\engine\proteus\source\display\prBitmapFont.cpp,prBitmapFont::SetRotation(f32 rotation),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prBitmapFont.cpp,"prBitmapFont::MeasureStringUntilTerm(const char *string, float scale)",76,62,38,10,11,0,3,6,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::prCamera(),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,"prCamera::prCamera(prVector3 &eye, prVector3 &up, prVector3 &at)",4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::~prCamera(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::LookAt(),20,16,3,0,4,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::SetTarget(prVector3 &target),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::SetTarget(const prVector3 &target),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::GetTarget(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::SetPosition(prVector3 &pos),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::SetPosition(const prVector3 &pos),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prCamera.cpp,prCamera::GetPosition(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::prCameraManager(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::~prCameraManager(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::Update(),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::Add(prCamera* cam),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::Release(prCamera* cam),21,16,10,2,4,0,1,8,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::ReleaseAll(),10,8,6,1,2,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::SetActiveCamera(prCamera* cam),34,24,16,4,6,0,4,30,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::SetActiveCamera(const char *name),18,14,10,2,4,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::GetCamera(const char* name),15,12,8,4,3,0,0,0,
D:\engine\proteus\source\display\prCameraManager.cpp,prCameraManager::DisplayUsage(),27,21,10,1,6,0,0,0,
D:\engine\proteus\source\display\prColour.cpp,"prSwitchRGBAToBGRA(u8 *pData, u32 size)",20,16,12,2,3,0,1,3,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::prFadeManager(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::~prFadeManager(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::Update(float dt),18,17,11,2,1,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::Draw(),38,32,22,4,5,0,1,3,
D:\engine\proteus\source\display\prFadeManager.cpp,"prFadeManager::Start(prFade fade, float runtime)",45,40,26,2,2,0,3,7,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::Isfading() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::IsFadeVisible() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::Reset(),7,7,7,0,0,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::SetBlack(f32 in),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::SetWhite(),5,4,3,0,1,0,0,0,
D:\engine\proteus\source\display\prFadeManager.cpp,prFadeManager::SetNormal(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prFixedWidthFont.cpp,"prFixedWidthFont::prFixedWidthFont(const char *filename, u32 width, u32 height, u32 offset)",33,25,24,0,4,0,4,9,
D:\engine\proteus\source\display\prFixedWidthFont.cpp,"prFixedWidthFont::prFixedWidthFont(prTexture *pTexture, u32 width, u32 height, u32 offset)",30,22,22,0,4,0,4,13,
D:\engine\proteus\source\display\prFixedWidthFont.cpp,prFixedWidthFont::~prFixedWidthFont(),10,10,6,2,0,0,0,0,
D:\engine\proteus\source\display\prFixedWidthFont.cpp,"prFixedWidthFont::Draw(f32 x, f32 y, const char *fmt, ...)",113,77,60,5,26,0,10,30,
D:\engine\proteus\source\display\prFixedWidthFont.cpp,prFixedWidthFont::PixelWidth(const char *pText) const,9,7,5,2,2,0,0,0,
D:\engine\proteus\source\display\prFixedWidthFont.cpp,prFixedWidthFont::SetAlignment(u32 alignment),13,12,6,3,1,0,0,0,
D:\engine\proteus\source\display\prGLFont.cpp,"prGLFont::prGLFont(HDC dc, s32 fontSize, const char *fontName)",70,59,19,3,7,0,4,13,
D:\engine\proteus\source\display\prGLFont.cpp,prGLFont::~prGLFont(),6,6,4,1,0,0,0,0,
D:\engine\proteus\source\display\prGLFont.cpp,"prGLFont::Draw(s32 x, s32 y, const char *text)",2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prGLFont.cpp,"prGLFont::Draw(float x, float y, const char *text)",45,30,22,3,9,0,6,23,
D:\engine\proteus\source\display\prGLFont.cpp,"prGLFont::SetOrthographicProjection(float w, float h)",19,8,8,0,5,0,6,42,
D:\engine\proteus\source\display\prGLFont.cpp,prGLFont::ResetPerspectiveProjection(),9,7,7,0,2,0,0,0,
D:\engine\proteus\source\display\prLookAt.cpp,normalize(float v[3]),9,7,7,1,2,0,0,0,
D:\engine\proteus\source\display\prLookAt.cpp,"cross(float v1[3], float v2[3], float result[3])",4,4,4,0,0,0,0,0,
D:\engine\proteus\source\display\prLookAt.cpp,__gluMakeIdentityf(float m[16]),5,5,5,0,0,0,0,0,
D:\engine\proteus\source\display\prLookAt.cpp,"prLookAt(double eyex, double eyey, double eyez, double centerx, double centery, double centerz, double upx, double upy, double upz)",118,81,73,3,24,1,13,76,
D:\engine\proteus\source\display\prOglUtils.cpp,prOpenGLShowExtensions(),37,31,21,4,3,0,3,6,
D:\engine\proteus\source\display\prOglUtils.cpp,prDrawWaterMark(prTexture *pTexture),30,23,18,2,6,0,1,2,
D:\engine\proteus\source\display\prOglUtils.cpp,"prOpenGLErrorCheck(const char *file, const char *func, int line)",71,52,32,11,16,0,3,20,
D:\engine\proteus\source\display\prPerspective.cpp,"prPerspective(double fovy, double aspect, double zNear, double zFar)",20,15,10,0,4,0,1,4,
D:\engine\proteus\source\display\prRenderer.cpp,prRenderer::prRenderer(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prRenderer.cpp,prRenderer::~prRenderer(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\display\prRenderer.cpp,prRenderer::SetWindow(prWindow* window),6,6,4,1,0,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::prRenderer_GL11(),2,2,1,0,0,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::~prRenderer_GL11(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::Init(),47,31,22,0,10,7,6,37,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::Destroy(),2,1,1,0,0,0,1,5,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::Begin(),10,7,7,0,1,0,2,10,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::End(),2,1,1,0,0,0,1,5,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::Present(),21,16,6,1,3,0,2,5,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::SetOrthographicView(),35,27,20,1,7,0,1,5,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::RestorePerspectiveView(),12,10,8,1,2,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawPoint(f32 x, f32 y)",17,13,12,0,4,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawLine(f32 x1, f32 y1, f32 x2, f32 y2)",18,14,13,0,4,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawLine(prVector3 &from, prVector3 &to)",18,14,13,0,4,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawRect(f32 x1, f32 y1, f32 x2, f32 y2)",20,16,15,0,4,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawFilledRect(f32 x1, f32 y1, f32 x2, f32 y2)",22,18,17,0,4,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawCircle(f32 x, f32 y, f32 radius)",22,16,14,1,6,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawFilledCircle(f32 x, f32 y, f32 radius)",22,16,14,1,6,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawPolygon(prVertex2D *vertices, s32 count)",15,11,11,0,4,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawFilledPolygon(prVertex2D *vertices, s32 count)",15,11,11,0,4,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::SetColour(const prColour &colour),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::SetClearColour(const prColour &colour),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::DrawQuad(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawQuad(float u0, float v0, float u1, float v1)",50,37,30,0,10,0,3,8,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::DrawQuad(float u0, float v0, float u1, float v1, prColour c)",45,35,29,0,8,0,2,4,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,"prRenderer_GL11::BatchDrawQuad(float u0, float v0, float u1, float v1, prColour c)",42,23,17,0,5,0,14,18,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::TexturesEnabled(bool state),11,10,6,1,1,0,0,0,
D:\engine\proteus\source\display\prRenderer_GL11.cpp,prRenderer_GL11::BlendEnabled(bool state),14,13,9,1,1,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,"prSprite::prSprite(prTexture *pTexture, const char *name, s32 frameWidth, s32 frameHeight)",43,36,36,0,6,0,1,2,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::~prSprite(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::Update(float dt),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::Draw(),52,39,31,4,11,0,2,10,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::BatchDraw(),43,33,25,4,8,0,2,10,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetVisible() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::SetVisible(bool value),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetFrameWidth() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetFrameHeight() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::Name() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,"prSprite::AddSequence(prSpriteAnimationSequence* sequence, const char *name)",14,12,10,1,2,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::SetFrame(s32 frame),20,15,11,1,3,0,2,9,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetFrame() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::PlayAnim(const char* name),7,6,4,1,1,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::SetFlip(u32 flip),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::ClearFlip(u32 flip),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::SetScale(f32 scale),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,"prSprite::SetScale(f32 scaleX, f32 scaleY)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,"prSprite::GetScale(f32 &x, f32 &y) const",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetScale() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetScaleX() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetScaleY() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::SetRotation(f32 rot),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetRotation() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,"prSprite::SetUser(s32 index, s32 value)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetUser(s32 index) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::GetUserDataForCurrentFrame(s32 index) const,7,6,4,3,1,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::IsAnimated() const,9,7,5,2,2,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::HasAnimationStopped() const,9,7,5,2,2,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::HasAnimationStarted() const,9,7,5,2,2,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::SetColour(prColour col),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prSprite.cpp,prSprite::SetName(const char *spriteName),5,5,5,0,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::prSpriteAnimation(prSprite *sprite),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::~prSpriteAnimation(),8,7,5,1,1,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::Update(float dt),10,6,4,1,1,0,3,6,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::AddSequence(prSpriteAnimationSequence* sequence),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::PlaySequence(const char *name),19,16,12,2,3,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::GetUserDataForCurrentFrame(s32 index) const,9,7,5,3,2,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::HasAnimationStopped() const,12,10,6,3,2,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimation.cpp,prSpriteAnimation::HasAnimationStarted() const,12,10,6,3,2,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,"prSpriteAnimationSequence::prSpriteAnimationSequence(const char *name, s32 frames, s32 type)",22,17,17,0,5,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::~prSpriteAnimationSequence(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::Animate(float dt),78,64,38,7,9,0,5,12,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::Begin(),6,6,6,0,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::GetHash() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::GetFrame() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::ParseFrameData(TiXmlElement* pElement),43,29,23,6,6,0,8,30,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::GetUserDataForCurrentFrame(s32 index) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\display\prSpriteAnimationSequence.cpp,prSpriteAnimationSequence::GetAnimState() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::prSpriteManager(),7,7,7,0,0,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::~prSpriteManager(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::Update(f32 dt),11,10,6,2,1,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::Draw(),15,13,7,3,1,0,1,3,
D:\engine\proteus\source\display\prSpriteManager.cpp,"prSpriteManager::Create(const char *filename, bool draw)",59,36,25,5,9,0,14,34,
D:\engine\proteus\source\display\prSpriteManager.cpp,"prSpriteManager::ToolCreate(prTexture *pTex, s32 width, s32 height)",10,8,6,2,2,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::ToolRelease(prSprite *sprite),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::Release(prSprite *sprite),27,23,13,5,3,0,1,4,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::ReleaseAll(),20,16,10,3,3,0,1,4,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::DisplayUsage(),11,10,6,2,1,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::BatchBegin(),18,11,11,0,2,0,5,8,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::BatchEnd(),16,9,9,0,2,0,5,8,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::Load(const char *filename),25,19,13,3,6,0,0,0,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::ParseSpriteFile(TiXmlNode* pParent),40,30,15,6,5,0,5,18,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::ParseAttribs_SpriteFile(TiXmlElement* pElement),10,7,5,1,2,0,1,4,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::ParseAttribs_Sprite(TiXmlElement* pElement),41,29,20,3,7,0,5,21,
D:\engine\proteus\source\display\prSpriteManager.cpp,prSpriteManager::ParseAttribs_Sequence(TiXmlElement* pElement),53,35,20,2,12,0,6,20,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::prTexture(const char *filename),8,8,8,0,0,0,0,0,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::~prTexture(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::Bind(),34,27,18,4,5,0,2,6,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::Unbind(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::Load(),122,98,69,9,13,0,11,27,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::Unload(),16,15,11,2,1,0,0,0,
D:\engine\proteus\source\display\prTexture.cpp,"prTexture::LoadFromMemory(void *pData, u32 size)",102,85,56,9,8,0,9,21,
D:\engine\proteus\source\display\prTexture.cpp,"prTexture::LoadFromRaw(void *pData, u32 size, u32 width, u32 height)",75,60,44,6,7,0,8,19,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::ValidateSize(s32 size),14,11,7,4,2,0,1,4,
D:\engine\proteus\source\display\prTexture.cpp,prTexture::ValidateHeader(prPVRTextureHeader *header),12,10,6,3,2,1,0,1,
D:\engine\proteus\source\display\prTexture.cpp,"prTexture::GetTextureFormat(u32 texFormat, int &internalFormat, int &format, int &type, bool &compressed)",59,52,37,8,7,0,0,0,
D:\engine\proteus\source\file\prFile.cpp,prFile::prFile(const char *filename),35,21,16,1,7,0,7,39,
D:\engine\proteus\source\file\prFile.cpp,prFile::~prFile(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\file\prFile.cpp,prFile::Size() const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\file\prFile.cpp,prFile::Exists(),68,56,30,6,7,0,5,8,
D:\engine\proteus\source\file\prFile.cpp,prFile::Open(),99,69,45,12,18,0,12,29,
D:\engine\proteus\source\file\prFile.cpp,prFile::Close(),32,23,14,3,6,0,3,4,
D:\engine\proteus\source\file\prFile.cpp,"prFile::Read(void *pDataBuffer, u32 size)",53,32,20,3,11,0,10,34,
D:\engine\proteus\source\file\prFile.cpp,"prFile::Seek(s32 offset, s32 origin)",12,10,6,1,1,0,1,2,
D:\engine\proteus\source\file\prFile.cpp,prFile::Tell() const,14,11,7,3,2,0,1,2,
D:\engine\proteus\source\file\prFile.cpp,prFile::Rewind(),12,10,6,2,1,0,1,2,
D:\engine\proteus\source\file\prFile.cpp,prFile::Internal_Rewind(),5,4,4,0,1,0,0,0,
